index,PUMPE_TOT,HAUSHALT_TOT,TEMPERATURE:TOTAL
2019-01-01 00:00:00,64.75099995930988,132.8434451633029,8.8000001907349
2019-01-01 00:30:00,70.85044462415914,216.0017781575521,7.8000001907349
2019-01-01 00:45:00,504.8328889634846,210.27822180853957,7.6999998092651
2019-01-01 01:00:00,65.0238886091444,121.89311133490699,7.6999998092651
2019-01-01 01:15:00,357.084223344592,112.4882219102645,7.6999998092651
2019-01-01 01:30:00,339.4668902926961,113.49333351982946,7.8000001907349
2019-01-01 01:45:00,71.08866687350795,113.80955530802441,7.6999998092651
2019-01-01 02:00:00,623.5016662597634,137.13022206624356,7.6999998092651
2019-01-01 02:15:00,66.39877827962245,188.77055477566213,6.8000001907349
2019-01-01 02:30:00,594.6122210184748,143.26788847181513,6.8000001907349
2019-01-01 02:45:00,122.43444298638195,113.20866690741619,6.8000001907349
2019-01-01 03:00:00,77.45622219509532,113.26122207641627,6.8000001907349
2019-01-01 03:30:00,65.56933339436848,112.94500011867909,7.1999998092651
2019-01-01 03:45:00,543.4098861694338,111.2519994523788,7.3000001907349
2019-01-01 04:00:00,189.91477728949644,130.85588879055402,7.3000001907349
2019-01-01 04:30:00,662.2394467671753,62.15044449700252,7.1999998092651
2019-01-01 04:45:00,65.64233322143552,51.92077776590983,7.1999998092651
2019-01-01 05:15:00,65.8345549689399,51.19933327568904,7.1999998092651
2019-01-01 05:30:00,475.133666144477,109.40755568610344,7.1999998092651
2019-01-01 05:45:00,276.5853347778296,116.57488894992427,7.0999999046326
2019-01-01 06:00:00,94.29488898383259,56.929666476779516,7.0999999046326
2019-01-01 06:15:00,658.4929997762055,51.41955566406249,6.9000000953674
2019-01-01 06:45:00,669.1671105278868,51.02055558098687,6.8000001907349
2019-01-01 07:00:00,66.05377782185873,685.0486666361487,6.8000001907349
2019-01-01 07:15:00,561.9167737325055,168.29777730305963,6.6999998092651
2019-01-01 07:45:00,134.5293333265522,224.36988839043502,6.6999998092651
2019-01-01 08:00:00,620.0480018615744,131.89811100429952,6.6999998092651
2019-01-01 08:15:00,1182.6174478318926,934.1043304019496,6.9000000953674
2019-01-01 09:00:00,64.43922237820098,273.9652214050295,6.9000000953674
2019-01-01 09:15:00,64.31200006273059,202.5101119995111,6.9000000953674
2019-01-01 09:30:00,738.2074445088687,247.69122195773627,7.0
2019-01-01 09:45:00,93.10611118740528,278.4825549655492,7.0
2019-01-01 10:00:00,741.8289953443749,427.0822211371523,7.0
2019-01-01 10:30:00,1725.2855543348535,310.0211106194391,7.3000001907349
2019-01-01 10:45:00,1967.833890787764,129.5644441392687,7.4000000953674
2019-01-01 11:15:00,1552.2438893636054,207.71477703518315,7.5
2019-01-01 11:30:00,64.94988844129776,177.38744498358778,7.5
2019-01-01 11:45:00,65.13477732340498,130.4282209608289,7.5
2019-01-01 12:00:00,64.82499957614476,122.35066638522684,7.5
2019-01-01 12:15:00,120.59722162882497,120.86422229343,7.5
2019-01-01 12:30:00,537.0505536397297,158.34888882107234,7.3000001907349
2019-01-01 12:45:00,96.28766661749935,192.883555263943,7.1999998092651
2019-01-01 13:00:00,671.259997643366,125.34077809651718,7.1999998092651
2019-01-01 13:30:00,692.8906676398404,398.84810994466386,6.8000001907349
2019-01-01 13:45:00,85.58388871086972,572.590666198731,6.6999998092651
2019-01-01 14:00:00,744.3767768859881,464.1305531819663,6.6999998092651
2019-01-01 14:15:00,116.08533325195334,460.89555562337216,7.1999998092651
2019-01-01 15:15:00,83.23188925849054,572.9953328450517,6.3000001907349
2019-01-01 15:45:00,82.48155526055235,2323.703329806853,6.1999998092651
2019-01-01 16:00:00,694.5178890652129,2615.4168904622366,6.1999998092651
2019-01-01 16:15:00,79.37100016276041,1819.0306633843325,6.1999998092651
2019-01-01 16:30:00,746.2454477098275,741.4263326009115,5.9000000953674
2019-01-01 16:45:00,179.65955607096345,705.0193339029948,5.6999998092651
2019-01-01 17:00:00,772.8410010443836,714.0523308648006,5.6999998092651
2019-01-01 17:15:00,490.9586682637514,779.9516689724398,5.5
2019-01-01 17:30:00,538.0817760891388,746.4207763671872,5.1999998092651
2019-01-01 17:45:00,862.6448900010851,703.9358859592014,5.1999998092651
2019-01-01 18:15:00,949.2943360646573,585.3323364257808,5.0999999046326
2019-01-01 18:30:00,1981.984880913628,546.8765567355683,5.1999998092651
2019-01-01 18:45:00,2229.607459852431,671.8408864339187,5.1999998092651
2019-01-01 19:00:00,170.71333287556965,576.8360005696626,5.1999998092651
2019-01-01 19:15:00,64.7306669447157,601.0229997422961,4.4000000953674
2019-01-01 19:30:00,64.77677773369678,577.6374440511065,4.0999999046326
2019-01-01 19:45:00,678.8522234598781,554.9988867865666,4.0
2019-01-01 20:00:00,66.43433295355896,492.25066528320286,4.0
2019-01-01 20:15:00,737.448112826878,528.2737782796227,4.5999999046326
2019-01-01 20:30:00,84.58199988471146,581.7086673312715,4.6999998092651
2019-01-01 20:45:00,741.9149994744209,424.26999986436584,4.6999998092651
2019-01-01 21:45:00,387.713779619002,373.8342220730249,4.0
2019-01-01 22:00:00,644.9541138542986,358.3237776014544,4.0
2019-01-01 22:30:00,769.5251115587048,312.82500305175745,3.2999999523163
2019-01-01 22:45:00,87.60833307902053,311.8871097140844,3.4000000953674
