index,PUMPE_TOT,HAUSHALT_TOT,TEMPERATURE:TOTAL
2019-01-01 00:00:00,2238.470443047409,111.65277773539225,8.8000001907349
2019-01-01 00:30:00,1410.9450077268823,64.52355550130203,7.8000001907349
2019-01-01 00:45:00,1012.3926653226218,92.09055548773874,7.6999998092651
2019-01-01 01:00:00,553.1255549006977,218.30677761501732,7.6999998092651
2019-01-01 01:15:00,2065.130787478558,164.35488755967864,7.6999998092651
2019-01-01 01:30:00,14.698555522494834,196.81766645643475,7.8000001907349
2019-01-01 01:45:00,1637.1583448198123,130.1023333231613,7.6999998092651
2019-01-01 02:00:00,942.4008847024759,349.82066819932777,7.6999998092651
2019-01-01 02:15:00,278.85466576682325,299.5663331773545,6.8000001907349
2019-01-01 02:30:00,2229.0916748046843,140.0303330315489,6.8000001907349
2019-01-01 02:45:00,250.08644546932615,156.0462218390569,6.8000001907349
2019-01-01 03:00:00,10.486666636996775,171.0205559624565,6.8000001907349
2019-01-01 03:30:00,1461.1449949052567,183.8863337198894,7.1999998092651
2019-01-01 03:45:00,1267.749232228597,147.7881107754177,7.3000001907349
2019-01-01 04:00:00,10.626888879140212,187.6113328721791,7.3000001907349
2019-01-01 04:30:00,1410.0504420174477,148.0870006985137,7.1999998092651
2019-01-01 04:45:00,1243.6329932212814,159.12599962022506,7.1999998092651
2019-01-01 05:15:00,10.562000041537845,107.67366680569125,7.1999998092651
2019-01-01 05:30:00,871.6191078397957,113.51866705152713,7.1999998092651
2019-01-01 05:45:00,1839.526558197866,125.28677732679557,7.0999999046326
2019-01-01 06:00:00,10.65244442621866,111.22855572170677,7.0999999046326
2019-01-01 06:15:00,10.56100009282437,99.98977813720717,6.9000000953674
2019-01-01 06:45:00,1313.652000935868,175.5987781100803,6.8000001907349
2019-01-01 07:00:00,1419.3061198234584,187.89666697184285,6.8000001907349
2019-01-01 07:15:00,10.645555506812162,168.9877777099611,6.6999998092651
2019-01-01 07:45:00,10.6119999885559,196.4377777099608,6.6999998092651
2019-01-01 08:00:00,24.22744445800784,218.19577755398151,6.6999998092651
2019-01-01 08:15:00,2063.8591070810944,146.63377812703428,6.9000000953674
2019-01-01 09:00:00,634.1733375231448,137.87966707017662,6.9000000953674
2019-01-01 09:15:00,2219.516883680552,364.85633595784424,6.9000000953674
2019-01-01 09:30:00,717.3906644079412,666.8435551961255,7.0
